id,license,address,city,county,state,latitude,longitude
45319,Verizon,STORER GEOTON CATV FACILITY OFF WINTECHOG HILL RD.,NORTH STONINGTON,NEW LONDON,CT,41.46094444,-71.92897222
45320,Verizon,WINDHAM AVE,COLCHESTER,NEW LONDON,CT,41.5925,-72.32111111
45322,Verizon,68 GROTON LONG POINT ROAD,GROTON,NEW LONDON,CT,41.34355556,-72.00966667
3191,AT&T,12 Nepaug RD,Burlington,HARTFORD,CT,41.78247222,-72.98963889
3075,AT&T,CATOONA LANE (60419),STAMFORD,FAIRFIELD,CT,41.05280556,-73.56302778
45324,Verizon,STORER GEOTON CATV FACILITY OFF WINTECHOG HILL RD.,NORTH STONINGTON,NEW LONDON,CT,41.46094444,-71.92897222
15276,AT&T,38 HATCHETS HILL ROAD (65079),OLD LYME,NEW LONDON,CT,41.31758333,-72.26997222
3072,AT&T,302 Ball Pond Road (27009),NEW FAIRFIELD,FAIRFIELD,CT,41.46472222,-73.49694444
3071,AT&T,26 Bogus Hill Road   (93530),New Fairfield,FAIRFIELD,CT,41.51183333,-73.46719444
353,AT&T,Sherman Street,Woodstock,WINDHAM,CT,41.97866667,-72.09441667
352,AT&T,7 Exeter Drive,Sterling,WINDHAM,CT,41.71402778,-71.82272222
15270,AT&T,68 Groton Long Point Road (65071),Groton,NEW LONDON,CT,41.34355556,-72.00966667
3188,AT&T,134 KIKAPOO ROAD   (59336),MIDDLEFIELD,MIDDLESEX,CT,41.51361111,-72.74583333
3187,AT&T,107 Stickney Hill Road   (59354),UNION,TOLLAND,CT,41.98538889,-72.19216667
3077,AT&T,395 Round Hill Road (93548),Greenwich,FAIRFIELD,CT,41.09511111,-73.66422222
15269,AT&T,40 TAUGWANK ROAD  UNIT 22 (65065),STONINGTON,NEW LONDON,CT,41.38283333,-71.90180556
35586,Verizon,(North Canaan) 34 Lower Rd,Canaan,LITCHFIELD,CT,42.01463889,-73.32627778
35584,Verizon,50 Rust Road (Barhamstead Site),Litchfield,LITCHFIELD,CT,41.89380556,-72.99647222
31764,AT&T,168 Turkey Hill Lane,Cohasset,NORFOLK,MA,42.23941667,-70.85258333
31762,AT&T,KENDRICK ROAD,WAREHAM,PLYMOUTH,MA,41.78252778,-70.73513889
31761,AT&T,75 WASHINGTON SST,PLAINVILLE,NORFOLK,MA,42.00905556,-71.32088889
31758,AT&T,40 DORY ROAD,GLOUCESTER,ESSEX,MA,42.62841667,-70.65466667
43520,Verizon,(Orleans) Pine Road,ORLEANS,BARNSTABLE,MA,41.77705556,-69.99761111
43519,Verizon,Eel Point Road,NANTUCKET,NANTUCKET,MA,41.285,-70.14361111
43518,Verizon,344 Route 6 North,TRURO,BARNSTABLE,MA,42.02194444,-70.075
43517,Verizon,THOMAS LANDERS ROAD,FALMOUTH,BARNSTABLE,MA,41.61461111,-70.60863889
43516,Verizon,CLAY HILL OFF ROUTE 6,BARNSTABLE,BARNSTABLE,MA,41.68372222,-70.35947222
2015,Verizon,RT 63 - NORTHFIELD MTN.  6 MILES SOUTH OF,NORTHFIELD,FRANKLIN,MA,42.6085,-72.44925
2017,Verizon,(Shelburne SE) 128G Old Albany Rd,Shelburne Falls,FRANKLIN,MA,42.57086111,-72.64469444
2018,Verizon,Orange site,Orange,FRANKLIN,MA,42.57130556,-72.31813889
43515,Verizon,(Harwich site) 7 Queen Anne Road,HARWICH,BARNSTABLE,MA,41.69844444,-70.09780556
43512,Verizon,BOURNEDALE ROAD (.125 MILES NE),BOURNEDALE,BARNSTABLE,MA,41.77538889,-70.57058333
43509,Verizon,(Orleans) Pine Road,ORLEANS,BARNSTABLE,MA,41.77705556,-69.99761111
43508,Verizon,Eel Point Road,NANTUCKET,NANTUCKET,MA,41.285,-70.14361111
